Vestiging,lvl3,lvl4,Jaar-maand,Realisatie,Budget
20.34,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,2336.76,612.89
21.27,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,31.72,475.04
21.27,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,1795.26,475.04
21.27,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,1675.42,470.49
21.27,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,7.14,1899.04
21.27,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,3.55,1899.04
21.27,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,1.55,1894.48
22.19,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,3403.77,774.65
22.19,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,8423.46,774.65
22.19,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,1463.43,763.26
22.19,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,106.85,190.25
22.19,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,106.85,190.25
22.19,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,206.15,185.69
22.19,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,2460.19,1851.19
22.19,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,607.57,1851.19
22.19,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,452.96,1851.19
22.19,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,168.99,693.77
22.19,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,476.94,693.77
22.19,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,6902.21,684.66
